-200,0.42510642
-199.99495,0.42512522
-199.9899,0.4251439
-199.98485,0.42516278
-199.97979,0.42518155
-199.97474,0.42520033
-199.96969,0.42521949
-199.96464,0.42523875
-199.95959,0.42525754
-199.95454,0.42527589
-199.94949,0.42529385
-199.94443,0.42531146
-199.93938,0.42532937
-199.93433,0.42534773
-199.92928,0.42536646
-199.92423,0.42538486
-199.91918,0.42540324
-199.91412,0.42542111
-199.90907,0.42543866
-199.90402,0.42545662
-199.89897,0.42547597
-199.89392,0.42549522
-199.88887,0.42551381
-199.88381,0.42553272
-199.87876,0.42555216
-199.87371,0.42557217
-199.86866,0.42559214
-199.86361,0.4256116
-199.85856,0.42563155
-199.85351,0.42565197
-199.84845,0.42567153
-199.8434,0.42569075
-199.83835,0.42571051
-199.8333,0.42573096
-199.82825,0.42575169
-199.8232,0.42577259
-199.81814,0.42579339
-199.81309,0.42581415
-199.80804,0.42583517
-199.80299,0.42585685
-199.79794,0.42587839
-199.79289,0.42589997
-199.78784,0.42592122
-199.78278,0.4259422
-199.77773,0.4259633
-199.77268,0.42598445
-199.76763,0.42600622
-199.76258,0.42602844
-199.75753,0.42605081
-199.75248,0.42607345
-199.74742,0.42609619
-199.74237,0.42611914
-199.73732,0.42614238
-199.73227,0.42616571
-199.72722,0.42618874
-199.72217,0.42621152
-199.71712,0.42623394
-199.71206,0.42625597
-199.70701,0.42627796
-199.70196,0.4262997
-199.69691,0.42632159
-199.69186,0.42634346
-199.6868,0.42636518
-199.68175,0.4263867
-199.6767,0.42640832
-199.67165,0.42643021
-199.6666,0.42645201
-199.66155,0.42647364
-199.6565,0.42649471
-199.65144,0.42651559
-199.64639,0.42653603
-199.64134,0.42655639
-199.63629,0.42657685
-199.63124,0.42659762
-199.62619,0.42661862
-199.62114,0.42664004
-199.61608,0.4266615
-199.61103,0.42668298
-199.60598,0.42670473
-199.60093,0.42672686
-199.59588,0.42674912
-199.59083,0.42677141
-199.58578,0.42679383
-199.58072,0.42681604
-199.57567,0.4268382
-199.57062,0.42686022
-199.56557,0.42688183
-199.56052,0.42690314
-199.55547,0.42692431
-199.55041,0.42694588
-199.54536,0.426967
-199.54031,0.42698776
-199.53526,0.42700876
-199.53021,0.42703015
-199.52516,0.42705177
-199.52011,0.42707278
-199.51505,0.42709371
-199.51,0.42711488
-199.50495,0.42713593
-199.4999,0.42715667
-199.49485,0.42717712
-199.4898,0.4271975
-199.48474,0.42721817
-199.47969,0.42723895
-199.47464,0.42725989
-199.46959,0.42728113
-199.46454,0.42730248
-199.45949,0.42732417
-199.45443,0.42734602
-199.44938,0.42736778
-199.44433,0.42738929
-199.43928,0.42741062
-199.43423,0.42743188
-199.42918,0.42745326
-199.42413,0.42747481
-199.41907,0.4274963
-199.41402,0.4275181
-199.40897,0.42754008
-199.40392,0.42756235
-199.39887,0.42758458
-199.39382,0.42760706
-199.38877,0.4276292
-199.38371,0.42765146
-199.37866,0.42767341
-199.37361,0.42769499
-199.36856,0.42771624
-199.36351,0.42773713
-199.35846,0.42775771
-199.35341,0.4277786
-199.34835,0.42779931
-199.3433,0.42782015
-199.33825,0.42784125
-199.3332,0.42786212
-199.32815,0.42788315
-199.3231,0.427904
-199.31804,0.4279246
-199.31299,0.42794482
-199.30794,0.4279644
-199.30289,0.42798361
-199.29784,0.42800268
-199.29279,0.42802139
-199.28773,0.42804025
-199.28268,0.42805933
-199.27763,0.42807863
-199.27258,0.42809808
-199.26753,0.42811764
-199.26248,0.42813724
-199.25743,0.42815678
-199.25237,0.42817629
-199.24732,0.42819578
-199.24227,0.42821514
-199.23722,0.4282344
-199.23217,0.4282535
-199.22712,0.42827241
-199.22206,0.42829135
-199.21701,0.42831016
-199.21196,0.42832916
-199.20691,0.42834815
-199.20186,0.42836777
-199.19681,0.4283877
-199.19176,0.42840786
-199.1867,0.42842835
-199.18165,0.42844893
-199.1766,0.42846989
-199.17155,0.428491
-199.1665,0.42851235
-199.16145,0.42853346
-199.1564,0.42855474
-199.15134,0.42857597
-199.14629,0.42859743
-199.14124,0.42861904
-199.13619,0.42864071
-199.13114,0.4286632
-199.12609,0.4286861
-199.12104,0.42870926
-199.11598,0.42873275
-199.11093,0.42875604
-199.10588,0.4287792
-199.10083,0.42880234
-199.09578,0.42882551
-199.09072,0.42884863
-199.08567,0.42887138
-199.08062,0.42889364
-199.07557,0.42891554
-199.07052,0.42893757
-199.06547,0.42895955
-199.06042,0.42898191
-199.05536,0.42900469
-199.05031,0.42902806
-199.04526,0.42905196
-199.04021,0.42907608
-199.03516,0.42910011
-199.03011,0.42912426
-199.02506,0.42914847
-199.02,0.42917245
-199.01495,0.42919633
-199.0099,0.42922051
-199.00485,0.4292463
-199,0.429272
-198.995,0.42929766
-198.99,0.4293219
-198.985,0.42934619
-198.98,0.4293704
-198.975,0.42939472
-198.97,0.42941915
-198.965,0.42944382
-198.96,0.42946822
-198.955,0.42949233
-198.95,0.42951591
-198.945,0.42953885
-198.94,0.42956164
-198.935,0.42958473
-198.93,0.42960795
-198.925,0.42963109
-198.919,0.42965842
-198.914,0.42968122
-198.909,0.42970413
-198.904,0.4297273
-198.899,0.42975008
-198.894,0.42977227
-198.889,0.42979345
-198.884,0.42981409
-198.879,0.42983491
-198.874,0.42985606
-198.869,0.42987831
-198.864,0.4299009
-198.859,0.42992349
-198.854,0.42994555
-198.849,0.42996747
-198.844,0.42998992
-198.839,0.43001266
-198.834,0.43003565
-198.829,0.4300589
-198.823,0.43008647
-198.818,0.43010978
-198.813,0.43013333
-198.808,0.43015672
-198.803,0.43017983
-198.798,0.43020268
-198.793,0.43022554
-198.788,0.43024849
-198.783,0.43027199
